published,published_year_long,published_year_short,country,designer,name,product_id
2020/11/01,2020,20,France,PetiteKnit,Puffy Pouf Hat,659657
2021/05/01,2021,21,France,Stephen West,Seleste Tee,699225
2021/06/01,2021,21,France,Stephen West,Silver River Shawl,758536
2021/09/01,2021,21,France,Andrea Mowry,Aphra,725486
2021/11/01,2021,21,France,PetiteKnit,DAA (don't ask again),738809
2022/01/01,2022,22,France,PetiteKnit,Gr8 Gingham Hat,754248
2022/04/01,2022,22,France,Caitlin Hunter,Foxberry tee,772973
2022/06/01,2022,22,France,Stephen West,Ariel socks,782717
2022/07/01,2022,22,France,Andrea Mowry,Peregrin socks,788846
2022/08/01,2022,22,France,Joji Locatelli,Storsand socks,794553
2022/11/01,2022,22,France,Andrea Mowry,Crystal Fantasy,815364
2022/11/01,2022,22,France,Andrea Mowry,Medley Mitts,821246
2022/11/01,2022,22,France,Andrea Mowry,Medley Hat,821245
2022/11/01,2022,22,France,Andrea Mowry,Ripple Balaclava,818026
2022/11/01,2022,22,France,PetiteKnit,Collage Socks,821241
2022/11/01,2022,22,France,Helen Stewart,Amos balaclava,820639
2022/12/01,2022,22,France,Andrea Mowry,Levi pullover,822049
2022/12/01,2022,22,France,Andrea Mowry,Painting Bricks Mittens,822986
2020/11/01,2020,20,France,Andrea Mowry,Sparks,653563
2021/06/01,2021,21,France,PetiteKnit,Midsummer Dancer Socks,704131
2021/09/01,2021,21,France,Caitlin Hunter,cardoon,720300
2021/11/01,2021,21,France,Joji Locatelli,Montage Hat,742554
2022/01/01,2022,22,France,Joji Locatelli,Foxberry,754335
2022/05/01,2022,22,France,PetiteKnit,Poetry pullover,780221
2022/06/01,2022,22,France,Andrea Mowry,The Feel Good Shawl,785339
2022/09/01,2022,22,France,Andrea Mowry,August hat (me),803893
2022/11/01,2022,22,France,Andrea Mowry,Sveaborg Hat,817517
2022/11/01,2022,22,France,PetiteKnit,Kuutar cardigan,820632
2022/11/01,2022,22,France,Jennifer Steingass,Ilya,821295
2019/02/01,2019,19,France,PetiteKnit,Vertices Unite Baby Blanket,513061
2020/09/01,2020,20,France,PetiteKnit,Everyday Socks,640851
2021/06/01,2021,21,France,Andrea Mowry,Cumulus Top,706686
2021/07/01,2021,21,France,Andrea Mowry,miMa,711241
2021/10/01,2021,21,France,PetiteKnit,Penny Gloves,729754
2021/10/01,2021,21,France,Caitlin Hunter,Luminen,730305
2021/11/01,2021,21,France,Jessie Maed Designs,Rose Cottage Cowl,742553
2021/12/01,2021,21,France,Andrea Mowry,Norwood,742351
2021/12/01,2021,21,France,Isabell Kraemer,Harlow Worsted,743310
2022/05/01,2022,22,France,Jessie Maed Designs,Garter Abyss,778604
2022/05/01,2022,22,France,Stephen West,Stria Hat,779815
2022/07/01,2022,22,France,Andrea Mowry,Outline Raglan,796318
2022/11/01,2022,22,France,Isabell Kraemer,Oddments Cowl,821247
2022/11/01,2022,22,France,Stephen West,Lucia socks,821056
2022/12/01,2022,22,France,PetiteKnit,Briogarter Sweater,821849
2021/03/01,2021,21,France,Andrea Mowry,Wild Bees Socks,722789
2021/04/01,2021,21,France,Isabell Kraemer,So Summer Shirt,688612
2021/04/01,2021,21,France,Isabell Kraemer,Forsythian,689512
2021/04/01,2021,21,France,Joji Locatelli,Lumme,693076
2021/06/01,2021,21,France,Caitlin Hunter,Lavender Fields Socks,722724
2021/07/01,2021,21,France,PetiteKnit,Diggory Venn,709032
2021/12/01,2021,21,France,Helen Stewart,Marble Sweater,745022
2021/12/01,2021,21,France,Andrea Mowry,Halibut Cowl,745137
2022/01/01,2022,22,France,Isabell Kraemer,Tsov,752803
2022/04/01,2022,22,France,Stephen West,Ayami,772513
2022/05/01,2022,22,France,Stephen West,Rosenlund socks,776766
2022/05/01,2022,22,France,Andrea Mowry,Crystal Fragments Shawl,780995
2022/06/01,2022,22,France,Sari Nordlund,Trickling Triangle,822988
2022/12/01,2022,22,France,Isabell Kraemer,December Bow,821812
2022/12/01,2022,22,France,Helen Stewart,Zig,822953
2019/12/01,2019,19,France,Caitlin Hunter,Midnight Dancer,578067
2021/03/01,2021,21,France,Andrea Mowry,Picnic Blanket Socks,681991
2021/05/01,2021,21,France,Jessie Maed Designs,Spinifex Socks,722788
2021/06/01,2021,21,France,Jennifer Steingass,The Bubble Cardigan,705438
2021/07/01,2021,21,France,Jessie Maed Designs,Scribbly Gum Socks,722728
2021/07/01,2021,21,France,PetiteKnit,Kuutar Tee,711243
2021/12/01,2021,21,France,PetiteKnit,The Collective Shawl,742386
2022/01/01,2022,22,France,Helen Stewart,The Winter Crop,746019
2022/05/01,2022,22,France,Andrea Mowry,Gib I,778571
2022/09/01,2022,22,France,Andrea Mowry,koivua light,802299
2022/10/01,2022,22,France,Jessie Maed Designs,Malibu,810716
2018/09/01,2018,18,France,Andrea Mowry,Ripple Crop Top,480883
2019/12/01,2019,19,France,Joji Locatelli,Flores Socks,577365
2021/08/01,2021,21,France,Stephen West,Change your Mind (Beanie),719633
2021/12/01,2021,21,France,PetiteKnit,Spiraling Cables Triangle,734279
2021/11/01,2021,21,France,Jessie Maed Designs,Jenny Sweater,739270
2022/02/01,2022,22,France,PetiteKnit,Metamorphic,757113
2022/05/01,2022,22,France,PetiteKnit,Gib II,778570
2022/06/01,2022,22,France,Sari Nordlund,Ripple Halter,784508
2022/06/01,2022,22,France,Andrea Mowry,Rosenlund top,785775
2022/07/01,2022,22,France,PetiteKnit,Kuutar Top,789883
2022/08/01,2022,22,France,PetiteKnit,Jigsaw Puzzle Blanket,796458
2022/09/01,2022,22,France,PetiteKnit,Simply Curious Shawl,804787
2022/11/01,2022,22,France,Stephen West,B(l)ack to Life,816604
2022/11/01,2022,22,France,Stephen West,Bear Paw Socks,817274
2020/07/01,2020,20,France,Isabell Kraemer,Dreaming of Paris,623864
2020/10/01,2020,20,France,Andrea Mowry,Ruffle Socks,649310
2020/12/01,2020,20,France,Caitlin Hunter,Honey Striped Hat,661267
2020/12/01,2020,20,France,Jessie Maed Designs,Snedronningen,662850
2021/04/01,2021,21,France,PetiteKnit,Linen Summer Shawl,690429
2021/04/01,2021,21,France,Andrea Mowry,Nasrin,691689
2021/07/01,2021,21,France,Caitlin Hunter,As Friends Tank,709192
2021/08/01,2021,21,France,Andrea Mowry,Some Me Time (Shawl),719636
2022/04/01,2022,22,France,Andrea Mowry,Inclinations Cowl,775474
2022/05/01,2022,22,France,Joji Locatelli,Ingrid Slipover,777204
2022/07/01,2022,22,France,Caitlin Hunter,Monday Sweater Junior,793552
2022/10/01,2022,22,France,PetiteKnit,Follow Your Path Hat,814643
2020/11/01,2020,20,France,Helen Stewart,Painting Waves Shawl,654978
2020/11/01,2020,20,France,PetiteKnit,Blurry Cowl,656547
2021/02/01,2021,21,France,Sari Nordlund,Flutter Buttshirt,680413
2021/06/01,2021,21,France,Isabell Kraemer,Dingley Dell,702060
2021/07/01,2021,21,France,PetiteKnit,Sunkissed Top,707348
2021/11/01,2021,21,France,Stephen West,DRK Everyday Sweater,736283
2021/12/01,2021,21,France,PetiteKnit,Halibut Hat,745133
2022/01/01,2022,22,France,Jessie Maed Designs,Velvet Mirror Cowl,751909
2022/05/01,2022,22,France,Stephen West,Manarola,780498
2022/05/01,2022,22,France,Joji Locatelli,Ingrid Sweater Junior,781373
2022/06/01,2022,22,France,Andrea Mowry,June Top,787172
2022/08/01,2022,22,France,Jessie Maed Designs,Monday Sweater,795863
2022/09/01,2022,22,France,Helen Stewart,Venia,802982
2022/09/01,2022,22,France,Isabell Kraemer,Dustland Socks,804658
2017/11/01,2017,17,France,Isabell Kraemer,Tincture,427100
2019/03/01,2019,19,France,Stephen West,Iris hat,520266
2020/04/01,2020,20,France,PetiteKnit,Ripple Bralette DK,602885
2020/04/01,2020,20,France,Isabell Kraemer,Starflanket,603288
2020/10/01,2020,20,France,PetiteKnit,Sparky,646497
2021/01/01,2021,21,France,Isabell Kraemer,Painting Honeycombs Shawl - Small Honeycombs,669691
2021/02/01,2021,21,France,PetiteKnit,Seve,674251
2021/06/01,2021,21,France,Caitlin Hunter,Weekend Slipover,703204
2021/10/01,2021,21,France,Helen Stewart,Sunday Balaclava,732722
2022/03/01,2022,22,France,Caitlin Hunter,Oksa,764725
2022/07/01,2022,22,France,Joji Locatelli,Alpenglow I,793713
2022/08/01,2022,22,France,Joji Locatelli,Rain or Shine Socks,797798
2022/08/01,2022,22,France,Andrea Mowry,The Lone Skein Shawl,798891
2022/11/01,2022,22,France,Andrea Mowry,Tiree,821266
2019/10/01,2019,19,France,Stephen West,Ripple Camisole,563065
2020/09/01,2020,20,France,PetiteKnit,Junction,637821
2021/02/01,2021,21,France,Isabell Kraemer,Painting Honeycombs Blanket,675574
2021/07/01,2021,21,France,Andrea Mowry,Festival Sweater,709733
2021/10/01,2021,21,France,Stephen West,Hello From My Colors Crop,726054
2021/10/01,2021,21,France,PetiteKnit,Vaike,729942
2021/10/01,2021,21,France,Helen Stewart,Stria,731093
2021/11/01,2021,21,France,PetiteKnit,Curio Socks,738062
2022/01/01,2022,22,France,Isabell Kraemer,forager lite,749930
2022/05/01,2022,22,France,PetiteKnit,Striped Vortex,816368
2022/03/01,2022,22,France,Joji Locatelli,Attune Shawl,769166
2022/12/01,2022,22,France,Andrea Mowry,Arco Iris,821855
2019/11/01,2019,19,France,PetiteKnit,Seaside Sweater,571596
2019/12/01,2019,19,France,Stephen West,Monday Suit,576127
2020/12/01,2020,20,France,Joji Locatelli,Reluctant Homeschooler,660851
2021/03/01,2021,21,France,PetiteKnit,Emsworth,683916
2021/05/01,2021,21,France,PetiteKnit,Flicker & Flame,697561
2021/10/01,2021,21,France,Jessie Maed Designs,Festival Sweater My Size,729694
2021/11/01,2021,21,France,Jennifer Steingass,Cabled Trellis Shawl,734284
2021/11/01,2021,21,France,PetiteKnit,Halibut,735266
2022/02/01,2022,22,France,Joji Locatelli,Gr8 Gingham Raglan,759497
2022/07/01,2022,22,France,PetiteKnit,Shawl Smorgasbord,792496
2022/09/01,2022,22,France,Sari Nordlund,Briar & bramble,801847
2022/09/01,2022,22,France,Helen Stewart,The Basketweaver Shawl,806961
2018/05/01,2018,18,France,Sari Nordlund,Anker's Shirt,459850
2019/05/01,2019,19,France,PetiteKnit,Shiftalong,534498
2019/12/01,2019,19,France,Stephen West,Ginny,575318
2020/01/01,2020,20,France,PetiteKnit,Satellite,581754
2020/02/01,2020,20,France,Isabell Kraemer,Moonwake Cowl,588466
2020/02/01,2020,20,France,PetiteKnit,Pink Velvet,590021
2020/04/01,2020,20,France,Joji Locatelli,Rosa,602732
2020/05/01,2020,20,France,PetiteKnit,Meadow Moon,615310
2020/06/01,2020,20,France,PetiteKnit,Botanic Shawl,621739
2020/07/01,2020,20,France,PetiteKnit,Very V Neck Raglan,624642
2020/09/01,2020,20,France,Jennifer Steingass,Sunday Socks,637063
2020/09/01,2020,20,France,PetiteKnit,Friday Sweater Baby,640804
2021/01/01,2021,21,France,Andrea Mowry,Painting Honeycombs Shawl - Big Honeycombs,669690
2021/03/01,2021,21,France,Stephen West,Kuutar,683868
2021/06/01,2021,21,France,PetiteKnit,Evenfall,702851
2022/05/01,2022,22,France,Helen Stewart,Elah,781180
2019/05/01,2019,19,France,Andrea Mowry,Niamh,535770
2019/08/01,2019,19,France,Joji Locatelli,Stonecrop Pullover,549117
2020/05/01,2020,20,France,Isabell Kraemer,Minted,613734
2020/05/01,2020,20,France,Isabell Kraemer,don't ask,614405
2020/10/01,2020,20,France,PetiteKnit,Bubbles & Brioche,649583
2020/11/01,2020,20,France,Stephen West,Aimée Cardigan,656564
2021/03/01,2021,21,France,Caitlin Hunter,Kevät,682088
2022/09/01,2022,22,France,Stephen West,Moby Sweater Mini,803781
2022/10/01,2022,22,France,Andrea Mowry,Anthology Throw,821244
2019/05/01,2019,19,France,PetiteKnit,Ziggy Shawl,535994
2020/04/01,2020,20,France,Jennifer Steingass,Ripple Buttshorts,604670
2020/08/01,2020,20,France,Helen Stewart,Ooh la la,633680
2020/07/01,2020,20,France,Jennifer Steingass,Simply Curious Socks,645680
2020/11/01,2020,20,France,Andrea Mowry,STRIPES!,655491
2021/02/01,2021,21,France,Joji Locatelli,Flying Birds Shorties,676692
2021/07/01,2021,21,France,Joji Locatelli,Illuminate,710697
2021/08/01,2021,21,France,PetiteKnit,Caramel Sauce (Socks),719637
2022/01/01,2022,22,France,Jessie Maed Designs,The Storyteller,748415
2022/10/01,2022,22,France,Joji Locatelli,Halu,813744
2022/11/01,2022,22,France,Andrea Mowry,Trinigan,815375
2017/06/01,2017,17,France,PetiteKnit,Anker's Bonnet,399193
2020/08/01,2020,20,France,PetiteKnit,Misurina,630373
2020/09/01,2020,20,France,Stephen West,Cozy Classic Light,637789
2020/11/01,2020,20,France,PetiteKnit,Jingle,659246
2021/08/01,2021,21,France,Stephen West,Newspaper (Pullover),719634
2021/09/01,2021,21,France,PetiteKnit,Laulu shawl,722008
2022/01/01,2022,22,France,Helen Stewart,Teddy Pants,750336
2020/05/01,2020,20,France,Isabell Kraemer,Poet Socks,609767
2020/07/01,2020,20,France,Andrea Mowry,Spark,625591
2021/03/01,2021,21,France,Isabell Kraemer,Moonwhistle,681473
2021/09/01,2021,21,France,Caitlin Hunter,Douglas Cardi,721033
2021/10/01,2021,21,France,Andrea Mowry,Sabela,729943
2021/10/01,2021,21,France,Caitlin Hunter,Inclinations Shawl,732766
2022/05/01,2022,22,France,Andrea Mowry,Easy V,783000
2017/12/01,2017,17,France,PetiteKnit,Hipster Hat,436195
2019/11/01,2019,19,France,Andrea Mowry,September Hat,568336
2020/01/01,2020,20,France,PetiteKnit,Sonrae,581482
2020/08/01,2020,20,France,PetiteKnit,Staple Linen Top,630868
2021/01/01,2021,21,France,Andrea Mowry,November Balaclava Mini,669919
2021/01/01,2021,21,France,PetiteKnit,November Balaclava,670199
2021/12/01,2021,21,France,Stephen West,Billie pullover,742047
2022/03/01,2022,22,France,Jessie Maed Designs,Dustland Sweater,765034
2022/10/01,2022,22,France,Jessie Maed Designs,Northwoods V Neck,809843
2022/10/01,2022,22,France,Jennifer Steingass,Sophie Shawl,810888
2016/04/01,2016,16,France,Stephen West,Little Brother's Romper,384835
2016/11/01,2016,16,France,PetiteKnit,Little Sister's Romper,384836
2017/03/01,2017,17,France,Andrea Mowry,Selma's Sleep Suit,385877
2020/01/01,2020,20,France,Helen Stewart,Silverlining,580891
2020/11/01,2020,20,France,PetiteKnit,Honey Moss,651778
2021/01/01,2021,21,France,Caitlin Hunter,Terrazzo Neck,668635
2021/09/01,2021,21,France,Sari Nordlund,Beaufort 5,724772
2022/12/01,2022,22,France,Isabell Kraemer,Aurora Cabin Shawl,815740
2019/09/01,2019,19,France,PetiteKnit,Sunday Sweater - Mohair Edition,553660
2019/09/01,2019,19,France,PetiteKnit,Manou,555574
2020/05/01,2020,20,France,PetiteKnit,Stockholm Slipover V-neck,611370
2020/05/01,2020,20,France,PetiteKnit,Terrazzo Sweater,611651
2020/05/01,2020,20,France,Andrea Mowry,Jupiter Crop,612081
2021/05/01,2021,21,France,Joji Locatelli,Jakers,697595
2021/10/01,2021,21,France,PetiteKnit,The Frank Shawl,730876
2022/04/01,2022,22,France,Isabell Kraemer,Ingrid Sweater Baby,776258
2022/07/01,2022,22,France,PetiteKnit,Garter Marler Cardigan,793741
2020/09/01,2020,20,France,Andrea Mowry,Friday Sweater Mini,642286
2021/03/01,2021,21,France,Andrea Mowry,Laia,681492
2021/06/01,2021,21,France,Isabell Kraemer,Outline Tee,702905
2022/03/01,2022,22,France,Jessie Maed Designs,Tii Pullover,762957
2015/11/01,2015,15,France,Isabell Kraemer,Tinsel Mitts,302493
2021/01/01,2021,21,France,Jessie Maed Designs,Curling Mist Socks,722679
2017/04/01,2017,17,France,Jennifer Steingass,So Faded Pint Sized,392367
2017/10/01,2017,17,France,Sari Nordlund,Paris in Berlin,420500
2019/02/01,2019,19,France,Sari Nordlund,Koivua,516433
2019/06/01,2019,19,France,Sari Nordlund,Montana Mountain Cowl,539435
2019/07/01,2019,19,France,Andrea Mowry,Pengweeno,541790
2019/10/01,2019,19,France,Sari Nordlund,Northland Sweater,562455
2021/03/01,2021,21,France,Joji Locatelli,Outline Tank,683836
2021/03/01,2021,21,France,Stephen West,Anker Tee,687010
2021/05/01,2021,21,France,Caitlin Hunter,Long Summer Cardigan,699027
2021/07/01,2021,21,France,Joji Locatelli,French Market Bag,711202
2022/02/01,2022,22,France,PetiteKnit,Sille Slipover,755584
2022/07/01,2022,22,France,Caitlin Hunter,Lace & Fade Boxy,789937
2019/07/01,2019,19,France,PetiteKnit,Vellichor,546689
2020/04/01,2020,20,France,Andrea Mowry,April Cardigan,605390
2020/06/01,2020,20,France,Andrea Mowry,Stillness Shawl MKAL,617615
2020/08/01,2020,20,France,Sari Nordlund,Terrazzo Slipover,629838
2018/03/01,2018,18,France,Andrea Mowry,Kyler,450637
2020/02/01,2020,20,France,PetiteKnit,Fantastitch,590243
2020/07/01,2020,20,France,Sari Nordlund,Cinnabar,629274
2021/07/01,2021,21,France,Andrea Mowry,Dustland Shawl,712027
2022/09/01,2022,22,France,Caitlin Hunter,Sycamore Sweater,800681
2021/02/01,2021,21,France,PetiteKnit,Talvinen,676489
2021/04/01,2021,21,France,Jessie Maed Designs,Friday Tee,693946
2021/08/01,2021,21,France,Isabell Kraemer,Morning Rituals,716587
2018/05/01,2018,18,France,Isabell Kraemer,Like a cloud,463379
2019/04/01,2019,19,France,Caitlin Hunter,Oslo Sweater,525352
2020/11/01,2020,20,France,Stephen West,Forestland,654673
2021/12/01,2021,21,France,Sari Nordlund,Birch Pullover,744829
2022/10/01,2022,22,France,PetiteKnit,Big Cozy Cardi,808634
2017/03/01,2017,17,France,Isabell Kraemer,Anker's Jacket,388108
2020/06/01,2020,20,France,Stephen West,Gloam,618592
2018/12/01,2018,18,France,Caitlin Hunter,Plumpy,499849
2019/08/01,2019,19,France,Isabell Kraemer,Ripple Crop Top Worsted,550686
2019/09/01,2019,19,France,PetiteKnit,Aldous,556175
2020/01/01,2020,20,France,PetiteKnit,Caramel Sweater,581730
2020/03/01,2020,20,France,PetiteKnit,Painting Bricks Shawl,598122
2020/12/01,2020,20,France,Helen Stewart,DRK Everyday Socks,658563
2022/01/01,2022,22,France,Sari Nordlund,Marble Mount,753647
2016/09/01,2016,16,France,Isabell Kraemer,Copenhagen calling,355039
2020/12/01,2020,20,France,Jessie Maed Designs,Pink Fizz,660524
2021/06/01,2021,21,France,Andrea Mowry,Honey Clutch,703930
2018/05/01,2018,18,France,Andrea Mowry,Harlow,462971
2020/03/01,2020,20,France,Stephen West,The Throwover,596247
2020/03/01,2020,20,France,Jessie Maed Designs,Cloudesley,601255
2020/12/01,2020,20,France,Caitlin Hunter,Zipper Sweater - Man,663667
2019/12/01,2019,19,France,PetiteKnit,Louisiana Sweater,579708
2020/03/01,2020,20,France,Caitlin Hunter,Friday Slipover,596789
2020/12/01,2020,20,France,Joji Locatelli,Winter Lights Shawl,666693
2021/10/01,2021,21,France,Sari Nordlund,Fjolla,729940
2017/02/01,2017,17,France,Jennifer Steingass,Anker's Sweater,384822
2018/03/01,2018,18,France,Jennifer Steingass,Ellen's Coming Home Set,450987
2019/01/01,2019,19,France,Jennifer Steingass,Pierre,504696
2020/03/01,2020,20,France,PetiteKnit,Aros Sweater,592618
2018/04/01,2018,18,France,Isabell Kraemer,Stockholm Hat,456607
2019/07/01,2019,19,France,Andrea Mowry,Super Simple Summer Sweater,543429
2018/11/01,2018,18,France,Isabell Kraemer,Nordiska,502535
2021/11/01,2021,21,France,Joji Locatelli,Weekend Slipover V-neck,734874
2021/01/01,2021,21,France,Andrea Mowry,Winters Beach Cardi,669667
2022/09/01,2022,22,France,PetiteKnit,Twists & Turns: Westknits MKAL 2022,800952
2014/05/01,2014,14,France,Andrea Mowry,Vertices Unite,212683
2020/07/01,2020,20,France,Andrea Mowry,Novice Cardigan - Mohair Edition,623933
2020/01/01,2020,20,France,Joji Locatelli,Cozy Classic Raglan,578878
2017/09/01,2017,17,France,PetiteKnit,Treysta,448363
2018/07/01,2018,18,France,Jennifer Steingass,Marettimo,472539
2021/03/01,2021,21,France,Isabell Kraemer,Louvre Sweater,682282
2018/09/01,2018,18,France,PetiteKnit,Nurtured,484867
2019/03/01,2019,19,France,Stephen West,Mycroft,522403
2019/05/01,2019,19,France,Andrea Mowry,Sunday Cardigan - Mohair Edition,533355
2020/03/01,2020,20,France,Sari Nordlund,Goldwing,594882
2020/08/01,2020,20,France,Joji Locatelli,Novice Cardigan – Chunky Edition,634635
2020/10/01,2020,20,France,Jennifer Steingass,Bean & Olive,642925
2020/10/01,2020,20,France,PetiteKnit,Zipper Sweater,649561
2020/12/01,2020,20,France,Stephen West,November Jacket,659324
2022/09/01,2022,22,France,Sari Nordlund,Moby Sweater,806932
2019/08/01,2019,19,France,Isabell Kraemer,Diaphanous Raglan,547148
2019/09/01,2019,19,France,Stephen West,Framework Bralette,558234
2015/08/01,2015,15,France,PetiteKnit,Reagan,286756
2016/04/01,2016,16,France,Isabell Kraemer,Willum's Overalls,384847
2019/05/01,2019,19,France,Isabell Kraemer,Newleaf,530619
2019/05/01,2019,19,France,Helen Stewart,Navelli,532390
2020/05/01,2020,20,France,Stephen West,Venezia Shawl,608588
2022/02/01,2022,22,France,PetiteKnit,SSP (slip stitch party) shawl,760826
2016/10/01,2016,16,France,Isabell Kraemer,Teddy Bear Sweater,384845
2018/01/01,2018,18,France,Jennifer Steingass,Hanstholm Sweater,439507
2019/04/01,2019,19,France,Jessie Maed Designs,Copenhagen Cardigan,527729
2020/11/01,2020,20,France,Caitlin Hunter,forager,653904
2019/01/01,2019,19,France,Jessie Maed Designs,Oslo Hat - Mohair Edition,507367
2021/12/01,2021,21,France,PetiteKnit,Avena,743793
2015/07/01,2015,15,France,Caitlin Hunter,Edie,283845
2018/09/01,2018,18,France,Sari Nordlund,Elton,482230
2018/12/01,2018,18,France,Isabell Kraemer,Spector,499419
2019/08/01,2019,19,France,Helen Stewart,Storm Shawl,548392
2019/09/01,2019,19,France,Andrea Mowry,Starflake,552426
2020/10/01,2020,20,France,PetiteKnit,Slipstravaganza,638797
2019/05/01,2019,19,France,Stephen West,Altheda,535801
2019/06/01,2019,19,France,PetiteKnit,Gardengate,540726
2019/09/01,2019,19,France,Jessie Maed Designs,Cumulus Tee,554669
2022/03/01,2022,22,France,Andrea Mowry,Ingrid Sweater,765040
2020/01/01,2020,20,France,Stephen West,Hinterland,578492
2021/10/01,2021,21,France,Joji Locatelli,Shawlography: Westknits MKAL 2021,719770
2018/03/01,2018,18,France,Jessie Maed Designs,Dreyma,499564
2021/01/01,2021,21,France,Stephen West,Lightweight Hipster,666658
2019/05/01,2019,19,France,Stephen West,Sunday Tee,530585
2020/06/01,2020,20,France,Isabell Kraemer,The Weekender Light,619625
2022/05/01,2022,22,France,Sari Nordlund,Miss May Shawl MKAL,780917
2020/09/01,2020,20,France,PetiteKnit,Wednesday Sweater,638568
2017/10/01,2017,17,France,Sari Nordlund,Arboreal,423085
2021/03/01,2021,21,France,Helen Stewart,Marseille Sweater,686416
2015/09/01,2015,15,France,Joji Locatelli,Paris Toujours,295020
2021/04/01,2021,21,France,Andrea Mowry,Champagne Cardigan,689694
2014/10/01,2014,14,France,Helen Stewart,Exploration Station,236350
2020/04/01,2020,20,France,Andrea Mowry,Friday Slipover V-neck,602675
2022/07/01,2022,22,France,PetiteKnit,Sophie Scarf,793448
2017/09/01,2017,17,France,Caitlin Hunter,a girl's best friend,418737
2018/05/01,2018,18,France,Jennifer Steingass,Sipila,461235
2014/06/01,2014,14,France,Jessie Maed Designs,Dotted Rays,216856
2017/02/01,2017,17,France,Caitlin Hunter,Ninilchik Swoncho,381733
2017/08/01,2017,17,France,Caitlin Hunter,Anker's Cardigan - My Size,412541
2018/03/01,2018,18,France,Joji Locatelli,Balloon Sweater,452464
2018/08/01,2018,18,France,Jennifer Steingass,Teroldego,473014
2022/10/01,2022,22,France,Jennifer Steingass,Simply Scrappy Cowl,810825
2018/05/01,2018,18,France,Sari Nordlund,Balloon Cardigan,460183
2018/08/01,2018,18,France,Isabell Kraemer,Stockholm Sweater,475072
2018/08/01,2018,18,France,Isabell Kraemer,The Throwback,479097
2018/09/01,2018,18,France,PetiteKnit,Poet,521694
2017/09/01,2017,17,France,Jessie Maed Designs,Fern & Feather,441195
2018/10/01,2018,18,France,Joji Locatelli,Novice Sweater,490954
2020/03/01,2020,20,France,Caitlin Hunter,Holiday Slipover,598135
2013/08/01,2013,13,France,Stephen West,ravello,169269
2015/01/01,2015,15,France,Stephen West,3 Color Cashmere Cowl,252319
2017/03/01,2017,17,France,Caitlin Hunter,Aileas,385449
2017/05/01,2017,17,France,Sari Nordlund,Birkin,422038
2019/08/01,2019,19,France,Joji Locatelli,September Sweater,548148
2019/11/01,2019,19,France,Jennifer Steingass,Stockholm Slipover,571599
2017/05/01,2017,17,France,PetiteKnit,Birds of a Feather,410932
2018/08/01,2018,18,France,Jennifer Steingass,Ripple Bralette,475872
2015/10/01,2015,15,France,Stephen West,The Doodler,297314
2018/06/01,2018,18,France,Sari Nordlund,Yume,465114
2017/05/01,2017,17,France,Stephen West,Free Your Fade,398559
2019/01/01,2019,19,France,Caitlin Hunter,Shifty,509524
2019/03/01,2019,19,France,PetiteKnit,Soldotna Crop,520350
2019/04/01,2019,19,France,Isabell Kraemer,Mariechen,525263
2017/01/01,2017,17,France,Jennifer Steingass,Telja,398436
2018/03/01,2018,18,France,Sari Nordlund,Tecumseh,453077
2016/11/01,2016,16,France,PetiteKnit,Basic Raglan Pullover,411258
2016/12/01,2016,16,France,Sari Nordlund,Kobuk,374033
2018/01/01,2018,18,France,PetiteKnit,Vintersol,436274
2019/02/01,2019,19,France,Helen Stewart,Sunday Cardigan,515538
2017/03/01,2017,17,France,PetiteKnit,Anker's Sweater - My size,389377
2018/03/01,2018,18,France,Isabell Kraemer,Rose,450985
2018/06/01,2018,18,France,Isabell Kraemer,Wool & Honey,464959
2018/12/01,2018,18,France,Andrea Mowry,Sunday Sweater,502461
2020/03/01,2020,20,France,Jessie Maed Designs,My Little Secret Crop,597316
2017/10/01,2017,17,France,Sari Nordlund,Zweig,419942
2012/08/01,2012,12,France,PetiteKnit,Boxy,112495
2014/03/01,2014,14,France,Caitlin Hunter,Penguono,201892
2018/01/01,2018,18,France,Stephen West,Hipster Shawl,441268
2017/11/01,2017,17,France,Helen Stewart,Humulus,429034
2017/04/01,2017,17,France,Sari Nordlund,So Faded,392366
2018/10/01,2018,18,France,Joji Locatelli,Nightshift,489063
2018/08/01,2018,18,France,Isabell Kraemer,Oslo Hat,479056
2018/06/01,2018,18,France,Joji Locatelli,Cumulus Blouse,466153
2017/05/01,2017,17,France,PetiteKnit,Tegna,395690
2017/10/01,2017,17,France,Caitlin Hunter,Comfort Fade Cardi,421681
2018/03/01,2018,18,France,Isabell Kraemer,The Shift,450988
2017/09/01,2017,17,France,Joji Locatelli,No Frills Cardigan,415001
2017/06/01,2017,17,France,Stephen West,Anker's Summer Shirt,401635
2019/11/01,2019,19,France,Sari Nordlund,Habitation Throw,575746
2017/11/01,2017,17,France,Joji Locatelli,The Weekender,427123
2019/08/01,2019,19,France,PetiteKnit,Ghost Horses,555488
2016/12/01,2016,16,France,PetiteKnit,Find Your Fade,369582
2016/11/01,2016,16,France,Andrea Mowry,No Frills Sweater,384834
2022/11/01,2022,22,Spain,PetiteKnit,Medley Mitts,821246
2022/11/01,2022,22,Spain,Stephen West,Medley Hat,821245
2022/11/01,2022,22,Spain,Stephen West,Collage Socks,821241
2022/12/01,2022,22,Spain,Sarah Schira,Painting Bricks Mittens,822986
